gnd,pctile,year,le_raceadj
M,82,2002,83.22
M,82,2003,84.55
M,82,2004,84.82
M,82,2005,83.65
M,82,2006,85.12
M,82,2007,85.74
M,82,2008,85.36
M,82,2009,85.79
M,82,2010,85.23
M,82,2011,86.89
M,82,2012,84.69
M,82,2013,86.92
M,82,2014,86.37
M,83,2001,84.12
M,83,2002,84.09
M,83,2003,82.80
M,83,2004,84.78
M,83,2005,83.76
M,83,2006,85.62
M,83,2007,86.27
M,83,2008,86.19
M,83,2009,86.41
M,83,2010,86.42
M,83,2011,87.17
M,83,2012,85.23
M,83,2013,86.41
M,83,2014,86.24
M,84,2001,83.35
M,84,2002,84.25
M,84,2003,84.80
M,84,2004,84.67
M,84,2005,84.76
M,84,2006,86.55
M,84,2007,86.68
M,84,2008,86.44
M,84,2009,86.24
M,84,2010,86.09
M,84,2011,86.29
M,84,2012,86.22
M,84,2013,86.22
M,84,2014,86.58
M,85,2001,84.11
M,85,2002,83.26
M,85,2003,84.61
M,85,2004,84.79
M,85,2005,85.58
M,85,2006,85.96
M,85,2007,84.29
M,85,2008,84.92
M,85,2009,85.87
M,85,2010,85.72
M,85,2011,85.13
M,85,2012,86.56
M,85,2013,86.91
M,85,2014,86.94
M,86,2001,84.58
M,86,2002,84.01
M,86,2003,83.87
M,86,2004,85.98
M,86,2005,85.89
M,86,2006,85.34
M,86,2007,86.09
M,86,2008,86.07
M,86,2009,86.71
M,86,2010,86.80
M,86,2011,86.04
M,86,2012,85.47
M,86,2013,86.08
M,86,2014,85.70
M,87,2001,84.21
M,87,2002,83.30
M,87,2003,83.67
M,87,2004,83.63
M,87,2005,84.97
M,87,2006,85.04
M,87,2007,86.02
M,87,2008,86.06
M,87,2009,87.45
M,87,2010,87.38
M,87,2011,87.12
M,87,2012,86.57
M,87,2013,86.19
M,87,2014,87.30
M,88,2001,84.67
M,88,2002,83.71
M,88,2003,83.84
M,88,2004,85.29
M,88,2005,84.85
M,88,2006,85.00
M,88,2007,86.81
M,88,2008,85.49
M,88,2009,85.90
M,88,2010,86.34
M,88,2011,86.82
M,88,2012,86.69
M,88,2013,85.68
M,88,2014,88.02
M,89,2001,85.01
M,89,2002,85.05
M,89,2003,84.11
M,89,2004,84.80
M,89,2005,85.57
M,89,2006,86.84
M,89,2007,86.31
M,89,2008,85.44
M,89,2009,86.56
M,89,2010,86.95
M,89,2011,85.73
M,89,2012,86.82
M,89,2013,87.48
M,89,2014,86.61
M,90,2001,85.25
M,90,2002,85.19
M,90,2003,85.38
M,90,2004,85.25
M,90,2005,85.84
M,90,2006,86.30
M,90,2007,86.57
M,90,2008,85.65
M,90,2009,87.06
M,90,2010,85.98
M,90,2011,86.76
M,90,2012,86.57
M,90,2013,87.13
M,90,2014,88.35
M,91,2001,84.10
M,91,2002,84.94
M,91,2003,85.02
M,91,2004,86.17
M,91,2005,85.52
M,91,2006,86.41
M,91,2007,86.12
M,91,2008,87.71
M,91,2009,85.09
M,91,2010,86.78
M,91,2011,87.31
M,91,2012,87.61
M,91,2013,86.95
M,91,2014,87.59
M,92,2001,86.46
M,92,2002,85.16
M,92,2003,85.04
M,92,2004,85.69
M,92,2005,86.61
M,92,2006,86.71
M,92,2007,86.97
M,92,2008,86.16
M,92,2009,87.25
M,92,2010,86.59
M,92,2011,87.59
M,92,2012,87.24
M,92,2013,87.87
M,92,2014,87.99
M,93,2001,85.34
M,93,2002,83.97
M,93,2003,85.26
M,93,2004,86.30
M,93,2005,85.70
M,93,2006,84.97
M,93,2007,86.13
M,93,2008,88.12
M,93,2009,86.14
M,93,2010,87.35
M,93,2011,88.16
M,93,2012,88.20
M,93,2013,87.32
M,93,2014,87.50
M,94,2001,85.95
M,94,2002,85.00
M,94,2003,85.50
M,94,2004,86.21
M,94,2005,86.72
M,94,2006,87.01
M,94,2007,85.27
M,94,2008,87.42
M,94,2009,87.72
M,94,2010,87.73
M,94,2011,87.91
M,94,2012,87.70
M,94,2013,87.37
M,94,2014,87.72
M,95,2001,85.34
M,95,2002,85.86
M,95,2003,86.29
M,95,2004,87.11
M,95,2005,86.57
M,95,2006,87.84
M,95,2007,85.14
M,95,2008,86.80
M,95,2009,86.88
M,95,2010,87.51
M,95,2011,86.58
M,95,2012,86.72
M,95,2013,87.37
M,95,2014,88.52
M,96,2001,85.59
M,96,2002,84.84
M,96,2003,85.13
M,96,2004,85.92
M,96,2005,86.85
M,96,2006,86.86
M,96,2007,87.06
M,96,2008,86.60
M,96,2009,87.67
M,96,2010,87.95
M,96,2011,88.02
M,96,2012,86.86
M,96,2013,88.01
M,96,2014,87.72
M,97,2001,86.92
M,97,2002,85.75
M,97,2003,84.98
M,97,2004,87.42
M,97,2005,86.51
M,97,2006,86.62
M,97,2007,85.71
M,97,2008,87.38
M,97,2009,86.34
M,97,2010,88.58
M,97,2011,87.97
M,97,2012,87.03
M,97,2013,88.89
M,97,2014,88.62
M,98,2001,85.98
M,98,2002,85.38
M,98,2003,87.04
M,98,2004,87.48
M,98,2005,87.57
M,98,2006,86.79
M,98,2007,87.35
M,98,2008,88.18
M,98,2009,87.32
M,98,2010,87.46
M,98,2011,88.30
M,98,2012,87.60
M,98,2013,87.77
M,98,2014,87.98
M,99,2001,87.61
M,99,2002,85.12
M,99,2003,86.60
M,99,2004,86.55
M,99,2005,87.58
M,99,2006,88.28
M,99,2007,88.21
M,99,2008,86.94
M,99,2009,87.53
M,99,2010,88.26
M,99,2011,88.39
M,99,2012,87.97
M,99,2013,88.77
M,99,2014,89.01
M,100,2001,87.41
M,100,2002,88.17
M,100,2003,86.07
M,100,2004,88.20
M,100,2005,87.48
M,100,2006,87.19
M,100,2007,87.61
M,100,2008,87.92
M,100,2009,87.59
M,100,2010,88.87
M,100,2011,88.71
M,100,2012,88.26
M,100,2013,88.93
M,100,2014,89.78
,,,
,,,
